0,3,100,0.500000,0.150000,0.100000,0.100000,100,0.600000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,4.311559,5.942341,5.634316,73728.661771,119953.412933,87145.786636
0,3,100,0.400000,0.150000,0.100000,0.100000,100,0.400000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,4.645248,12.339483,9.003826,12463.317275,27630.234225,46463.310369
0,3,100,0.400000,0.150000,0.100000,0.100000,100,0.100000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,4.139988,5.447407,4.960548,112699.935014,124955.023770,171169.033511
0,3,100,0.400000,0.150000,0.100000,0.100000,100,0.700000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,3.774327,77.875162,77.700366,437.598077,5663.610590,5821.811892
0,3,100,0.300000,0.150000,0.100000,0.100000,100,0.100000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,3.727108,6.184899,6.654619,49930.461244,99172.797281,93398.530585
0,3,100,0.100000,0.150000,0.100000,0.100000,100,0.800000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,2.187195,4.682002,4.796057,50616.345515,218961.168409,249496.473783
0,3,100,0.200000,0.150000,0.100000,0.100000,100,0.400000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,2.062597,5.481699,5.592345,36512.245521,115856.963844,158230.148249
0,3,100,0.200000,0.150000,0.100000,0.100000,100,0.300000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,2.059083,5.757457,6.550452,17109.923700,96179.761768,38686.843666
0,3,100,0.200000,0.150000,0.100000,0.100000,100,0.100000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,2.996589,3.992151,3.662572,75465.194861,419568.581986,735559.178419
0,3,100,0.400000,0.150000,0.100000,0.100000,100,0.500000,0.150000,0.100000,0.100000,2.500000,0.200000,4.000000,0.400000,8.000000,0.000000,0.000000,0,0,1.000000,0.010000,0.100000,4.370960,9.534725,9.533756,16860.407508,32340.687442,40241.105587
